IDA blend,,
IDA only,21.6079549881609,21.3949280932787
IDA total,19.9324064881588,19.7773040692743
Iceland,46.0467623881339,43.7132484395931
India,19.9278285988562,18.664264897257
Indonesia,21.0027464972455,18.5915277970883
"Iran, Islamic Rep.",31.1163801000709,23.4838672675323
Iraq,40.8026420265318,38.0518681988838
Ireland,122.965602851189,127.271542898368
Isle of Man,,
Israel,29.6925022331652,28.9810422486608
Italy,30.8135072735991,30.9498739181942
Jamaica,38.5638482851901,38.0360807474106
Japan,18.3149455985223,17.4635264275221
Jordan,34.7991158378548,36.3349404358171
Kazakhstan,37.6252184252873,36.4389870990994
Kenya,12.541975333359,11.4279956869332
Kiribati,8.19035018888372,14.9796668239413
"Korea, Dem. People's Rep.",,
"Korea, Rep.",41.7132908430894,39.2758610673609
Kosovo,29.0534647196644,29.3126074591152
Kuwait,57.3114627654536,52.05825607288
Kyrgyz Republic,31.6017300051143,33.4764696600324
Lao PDR,,
Late-demographic dividend,28.5554320834823,27.7991156761077
Latin America & Caribbean,24.0826414510544,24.3164314108237
Latin America & Caribbean (excluding high income),22.6649849898013,22.9048984614814
Latin America & the Caribbean (IDA & IBRD countries),23.572367910416,23.8133170199594
Latvia,63.8698186932234,62.5368430163073
Least developed countries: UN classification,21.0530099531448,20.3748815895979
Lebanon,20.7545211587566,20.6977589567577
Lesotho,49.8331114219045,46.2093281781161
Liberia,,
Libya,39.6135044170514,42.35532240076
Liechtenstein,,
Lithuania,74.5295191317116,76.8187229886379
Low & middle income,23.4514100457126,22.6358966815552
Low income,21.8635980267336,20.3624423929885
Lower middle income,24.7722058753395,24.1114447322667
Luxembourg,197.218199953374,206.580145839872
"Macao SAR, China",82.6699616409331,82.706393125478
Madagascar,31.5360236539412,28.4244012431975
Malawi,,
Malaysia,68.554971419686,65.2777668428576
Maldives,66.4483006480268,65.5134179400092
Mali,20.5990590578805,21.7272254994959
Malta,123.349303715058,124.520039892667
Marshall Islands,39.7257727272727,37.0618720480893
Mauritania,36.5862504012937,42.3975240406607
Mauritius,44.6430035576656,44.0209877603943
Mexico,39.043930445163,38.5296507920009
"Micronesia, Fed. Sts.",36.3735714285714,26.7941370558376
"Middle East, North Africa, Afghanistan & Pakistan",39.2110399775107,37.3096635741868
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",25.4392387948957,23.3067083664383
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",25.3564141656491,23.2333546628282
Middle income,23.4809334840358,22.6725423550042
Moldova,30.6963699430194,31.1910849579769
Monaco,,
Mongolia,58.1647822769264,59.2172331806539
Montenegro,42.8750002680603,43.8466387797969
Morocco,33.8284373726717,34.093057468891
Mozambique,45.5310358403147,37.1420563608323
Myanmar,,
Namibia,35.8825645595703,36.4008818615818
Nauru,54.7357932374749,60.5348040613131
Nepal,7.81564102178754,7.7799364745157
Netherlands,87.0564594492635,85.3209394926528
New Caledonia,,
New Zealand,27.8656152284463,27.3298341875002
Nicaragua,42.2771474372665,44.8044297851925
Niger,11.2957371550569,10.7593769160532
Nigeria,,
North America,13.843935175664,13.341448753549
North Macedonia,60.3751373173263,62.4080567878813
Northern Mariana Islands,50.7302075326672,42.4936386768448
Norway,38.2210272883516,36.640925320627
Not classified,,
OECD members,28.4118189759597,27.7960842559018
Oman,50.6224420190996,49.4929030047786
Other small states,67.4906477219808,68.4501727184157
Pacific island small states,43.4682832221971,42.3881080619703
Pakistan,8.58179960556073,9.3908635386027
Palau,41.9704913908097,37.9030976627784
Panama,42.3471044929045,40.2141745207689
Papua New Guinea,,
Paraguay,36.8532235364332,36.0872909434467
Peru,25.1921846722472,24.0390874349068
Philippines,30.2136053733275,28.3829200126393
Poland,52.232575443975,52.6128934811742
Portugal,43.677580570852,43.6531259432991
Post-demographic dividend,29.4455040738789,28.6138751618785
Pre-demographic dividend,25.2977909176776,23.0555087994435
Puerto Rico (US),59.9538818579193,60.5788840862048
Qatar,55.9418631716143,52.1888599262863
Romania,41.496339902776,40.079314554834
Russian Federation,30.7932568020743,28.4334306799759
Rwanda,21.10801098862,21.8254435390056
Samoa,31.9656782036393,35.033330142378
San Marino,166.597497668983,163.997239164221
